primary_title,premiered,title_id,nudity,violence,profanity,alcohol,frightening
"Odd Thomas",2013,tt1767354,Mild,Moderate,Mild,Mild,Moderate
CBGB,2013,tt1786751,Moderate,Mild,,Severe,
Her,2013,tt1798709,Moderate,None,Severe,Mild,None
"American Hustle",2013,tt1800241,Moderate,Mild,Severe,Moderate,Mild
Admission,2013,tt1814621,Mild,Mild,Mild,Mild,None
"After Earth",2013,tt1815862,None,Moderate,None,None,Moderate
"A Case of You",2013,tt1817081,None,None,Mild,Mild,None
Nebraska,2013,tt1821549,Mild,Mild,Mild,Mild,Mild
"The Congress",2013,tt1821641,Moderate,Mild,Moderate,Severe,Moderate
"RED 2",2013,tt1821694,None,Moderate,Moderate,Mild,Mild
"To Strike",2013,tt1821700,None,Moderate,Mild,Mild,
"The Double",2013,tt1825157,Mild,Moderate,Moderate,None,Moderate
"Dhoom 3",2013,tt1833673,Mild,Mild,Mild,Mild,None
"The Fifth Estate",2013,tt1837703,Mild,Mild,Moderate,Mild,None
"Last Love",2013,tt1838603,None,,Mild,Mild,
"Percy Jackson: Sea of Monsters",2013,tt1854564,None,Moderate,Mild,Mild,Mild
Turbo,2013,tt1860353,None,Mild,Mild,None,Mild
"The East",2013,tt1869716,Mild,Moderate,Mild,Mild,Mild
Rapture-Palooza,2013,tt1879032,Mild,Moderate,Severe,Moderate,None
Redemption,2013,tt1893256,Moderate,Severe,Severe,Severe,Moderate
"How I Live Now",2013,tt1894476,Mild,Moderate,Moderate,Mild,Moderate
Parker,2013,tt1904996,Moderate,Severe,Severe,Mild,Moderate
"Devil's Pass",2013,tt1905040,Mild,Moderate,Moderate,Mild,Severe
"Fast & Furious 6",2013,tt1905041,Mild,Moderate,Moderate,Mild,Moderate
"The Call",2013,tt1911644,Mild,Moderate,Moderate,Mild,Severe
"Vehicle 19",2013,tt1911662,None,Mild,Mild,None,Moderate
Nurse,2013,tt1913166,Severe,Severe,Moderate,Mild,Moderate
Phantom,2013,tt1922685,Mild,Moderate,Mild,Mild,Moderate
"The Best Offer",2013,tt1924396,Moderate,Mild,Mild,Mild,Mild
Trance,2013,tt1924429,Severe,Severe,Moderate,Mild,Severe
"After the Dark",2013,tt1928340,Moderate,Moderate,Mild,Mild,Mild
"Magic Magic",2013,tt1929308,Mild,Moderate,Moderate,Moderate,Severe
"The Big Wedding",2013,tt1931435,Moderate,Mild,Moderate,Moderate,None
"Very Good Girls",2013,tt1931602,Mild,None,Mild,Mild,None
"Jodorowsky's Dune",2013,tt1935156,Moderate,Mild,Mild,Mild,Moderate
"Chinese Puzzle",2013,tt1937118,Mild,Mild,,Mild,
"Nymphomaniac: Vol. I",2013,tt1937390,Severe,Mild,Severe,None,Severe
Carrie,2013,tt1939659,Mild,Severe,Moderate,Mild,Moderate
"The Immigrant",2013,tt1951181,Moderate,Moderate,Moderate,Mild,Mild
"The Hangover Part III",2013,tt1951261,Moderate,Moderate,Severe,Moderate,Moderate
"The Hunger Games: Catching Fire",2013,tt1951264,Mild,Moderate,Mild,Mild,Moderate
Borgman,2013,tt1954315,Mild,Moderate,Moderate,,Moderate
Stalingrad,2013,tt1966566,Mild,Moderate,Mild,Mild,Moderate
"Labor Day",2013,tt1967545,Mild,Moderate,Mild,Mild,Moderate
Rush,2013,tt1979320,Moderate,Moderate,Moderate,Moderate,Mild
"Pain & Gain",2013,tt1980209,Severe,Severe,Severe,Severe,Severe
"Begin Again",2013,tt1980929,None,None,Moderate,Mild,None
"The Young and Prodigious T.S. Spivet",2013,tt1981107,None,Mild,Moderate,Mild,Mild
"Thor: The Dark World",2013,tt1981115,Mild,Moderate,Mild,None,Mild
Austenland,2013,tt1985019,Mild,None,None,Mild,None
"Cloudy with a Chance of Meatballs 2",2013,tt1985966,None,Mild,None,None,Mild
"Breathe In",2013,tt1999987,Mild,Mild,Mild,Mild,None
"Machete Kills",2013,tt2002718,Mild,Severe,Severe,Mild,Moderate
"Wolf Creek 2",2013,tt2004432,Moderate,Severe,Severe,Mild,Severe
"The Frozen Ground",2013,tt2005374,Moderate,Moderate,Severe,Moderate,Moderate
"Banshee Chapter",2013,tt2011276,Mild,Severe,Moderate,Severe,Severe
"Scenic Route",2013,tt2012011,Mild,Severe,Moderate,,
"The Wind Rises",2013,tt2013293,None,Mild,Mild,Moderate,Mild
"Man of Tai Chi",2013,tt2016940,None,Moderate,Mild,None,
"The Smurfs 2",2013,tt2017020,None,Mild,Mild,Mild,Mild
"All Is Lost",2013,tt2017038,None,None,Mild,Mild,Mild
"Journey to the West",2013,tt2017561,Mild,Moderate,Mild,None,Moderate
Mama,2013,tt2023587,Mild,Moderate,Moderate,Mild,Severe
"Identity Thief",2013,tt2024432,Moderate,Mild,Severe,Mild,Mild
"12 Years a Slave",2013,tt2024544,Severe,Severe,Severe,Mild,Severe
"Mood Indigo",2013,tt2027140,Moderate,Moderate,Moderate,Mild,Moderate
"The Last Exorcism Part II",2013,tt2034139,Mild,Severe,Moderate,Mild,Moderate
"Grand Piano",2013,tt2039345,None,Mild,Moderate,None,Moderate
"Inside Llewyn Davis",2013,tt2042568,None,Mild,Severe,Mild,None
"Night Moves",2013,tt2043933,Mild,Mild,Mild,None,Mild
"Europa Report",2013,tt2051879,None,Mild,Mild,None,Moderate
"Side Effects",2013,tt2053463,Moderate,Mild,Moderate,Moderate,Mild
"The English Teacher",2013,tt2055765,Mild,Mild,Moderate,Mild,None
"The Railway Man",2013,tt2058107,None,Severe,Mild,Mild,Severe
"Temptation: Confessions of a Marriage Counselor",2013,tt2070862,Mild,Moderate,Mild,Moderate,Mild
"Open Grave",2013,tt2071550,Mild,Severe,Moderate,None,Moderate
"The Best Man Holiday",2013,tt2083355,Moderate,Mild,Severe,Moderate,Moderate
"Upstream Color",2013,tt2084989,Mild,Moderate,Mild,Mild,Moderate
Hours,2013,tt2094018,Mild,Moderate,Moderate,Mild,Moderate
"Dead Man Down",2013,tt2101341,Mild,Severe,Moderate,Mild,Moderate
"The Physician",2013,tt2101473,Moderate,Moderate,None,Mild,Mild
Adore,2013,tt2103267,Moderate,Mild,Mild,Moderate,None
"Chennai Express",2013,tt2112124,None,Moderate,Mild,Mild,Mild
"The 100 Year-Old Man Who Climbed Out the Window and Disappeared",2013,tt2113681,Mild,Moderate,Mild,Mild,Moderate
"The Bling Ring",2013,tt2132285,Mild,Mild,Severe,Severe,Mild
"Saving Mr. Banks",2013,tt2140373,None,Mild,Mild,Mild,Mild
Getaway,2013,tt2167202,None,Severe,Moderate,Moderate,Moderate
Tracks,2013,tt2167266,Mild,Mild,Mild,None,Mild
"Bad Words",2013,tt2170299,Moderate,Mild,Severe,Mild,None
"Empire State",2013,tt2171867,None,Moderate,Severe,Moderate,Moderate
"Metallica Through the Never",2013,tt2172935,None,Mild,Mild,Mild,Moderate
"The Art of the Steal",2013,tt2172985,Mild,Mild,Moderate,Mild,None
"Yeh Jawaani Hai Deewani",2013,tt2178470,Mild,None,Mild,Moderate,Mild
"The Kings of Summer",2013,tt2179116,Mild,Mild,Moderate,Moderate,Mild
"The Purge",2013,tt2184339,Mild,Severe,Moderate,Mild,Moderate
"It Boy",2013,tt2186812,,,,,
"Grown Ups 2",2013,tt2191701,Mild,Mild,Mild,Mild,None
"The Counselor",2013,tt2193215,Moderate,Severe,Moderate,Moderate,Severe
"Welcome to the Jungle",2013,tt2193265,Moderate,Moderate,Severe,Moderate,Mild
"About Time",2013,tt2194499,Mild,Mild,Moderate,Mild,Mild
"Prince Avalanche",2013,tt2195548,Mild,Mild,Mild,Mild,None
Vishwaroopam,2013,tt2199711,Mild,Severe,Mild,Mild,Moderate
"Aashiqui 2",2013,tt2203308,Mild,Mild,None,Moderate,None
"Before Midnight",2013,tt2209418,Moderate,None,Moderate,Mild,None
"Kai Po Che",2013,tt2213054,Mild,Mild,Mild,None,Mild
RamLeela,2013,tt2215477,Moderate,Moderate,Moderate,Moderate,Moderate
"Closed Circuit",2013,tt2218003,None,Mild,Moderate,Moderate,Mild
Lootera,2013,tt2224317,None,Mild,None,Mild,Mild
"Insidious: Chapter 2",2013,tt2226417,None,Moderate,Mild,None,Severe
"Don Jon",2013,tt2229499,Severe,Mild,Severe,Moderate,None
"Table No. 21",2013,tt2229842,Moderate,Moderate,Moderate,Mild,Severe
"Curse of Chucky",2013,tt2230358,Mild,Severe,Moderate,Mild,Moderate
"The Internship",2013,tt2234155,Moderate,Mild,Moderate,Moderate,None
"The Love Punch",2013,tt2234261,Mild,Mild,Mild,Mild,None
Sparks,2013,tt2234429,Mild,Moderate,,Moderate,Mild
"I'm So Excited!",2013,tt2243389,Moderate,Mild,Mild,Moderate,None
"A Haunted House",2013,tt2243537,Severe,Moderate,Severe,Severe,Moderate
"I Give It a Year",2013,tt2244901,Moderate,None,Moderate,Mild,None
Zulu,2013,tt2249221,Moderate,Severe,Severe,Moderate,Severe
"Fading Gigolo",2013,tt2258345,Moderate,None,Moderate,,
"The Gilded Cage",2013,tt2261749,,,,,
"Dragon Ball Z: Battle of Gods",2013,tt2263944,Mild,Moderate,Mild,Mild,Mild
"Drinking Buddies",2013,tt2265398,Mild,None,Moderate,Moderate,None
"The Lifeguard",2013,tt2265534,Moderate,Mild,Moderate,Moderate,Severe
"These Final Hours",2013,tt2268458,Moderate,Severe,Moderate,Moderate,Moderate
"Blue Is the Warmest Colour",2013,tt2278871,Severe,Mild,Moderate,Mild,Mild
Contracted,2013,tt2281159,Moderate,Severe,Moderate,Moderate,Moderate
"The Canyons",2013,tt2292959,Severe,Moderate,Moderate,Moderate,Mild
Frozen,2013,tt2294629,None,Mild,None,None,Mild
"In a World...",2013,tt2294677,None,None,Moderate,Mild,None
"Olympus Has Fallen",2013,tt2302755,None,Severe,Severe,Mild,Severe
"The Selfish Giant",2013,tt2304426,None,Moderate,Severe,Mild,Moderate
"Mandela: Long Walk to Freedom",2013,tt2304771,Moderate,Severe,Moderate,Mild,Severe
"Sound City",2013,tt2306745,None,None,Moderate,Mild,None
"We Are What We Are",2013,tt2309021,Moderate,Severe,Moderate,Mild,Severe
"Big Bad Wolves",2013,tt2309224,Mild,Severe,Mild,Mild,Moderate
Afflicted,2013,tt2309961,None,Severe,Moderate,Mild,Severe
Homefront,2013,tt2312718,Mild,Severe,Severe,Moderate,Moderate
"Afternoon Delight",2013,tt2312890,Moderate,Mild,Moderate,Moderate,Mild
Enemy,2013,tt2316411,Severe,None,Moderate,Mild,Moderate
"The Machine",2013,tt2317225,Mild,Severe,Mild,Mild,
"The Grand Seduction",2013,tt2319580,Mild,None,Mild,Mild,None
"Like Father, Like Son",2013,tt2331143,None,None,None,None,None
"The Zero Theorem",2013,tt2333804,Moderate,Mild,Moderate,Mild,Moderate
"Fruitvale Station",2013,tt2334649,Mild,Moderate,Severe,Moderate,Moderate
"Blue Jasmine",2013,tt2334873,Mild,Mild,Moderate,Moderate,Moderate
"White House Down",2013,tt2334879,None,Severe,Moderate,Mild,Moderate
"Third Person",2013,tt2343793,Moderate,Mild,Moderate,Mild,Moderate
Parkland,2013,tt2345112,None,Moderate,Moderate,Mild,Moderate
Haunter,2013,tt2345567,None,Moderate,Mild,Mild,Moderate
"The Lunchbox",2013,tt2350496,None,None,None,Mild,None
Flu,2013,tt2351310,None,Moderate,Moderate,None,Severe
"Bhaag Milkha Bhaag",2013,tt2356180,Moderate,Moderate,Mild,Mild,Moderate
Jobs,2013,tt2357129,Mild,Mild,Moderate,Moderate,Moderate
Lucia,2013,tt2358592,None,Severe,None,Moderate,Severe
"The Great Beauty",2013,tt2358891,Severe,Mild,Mild,Mild,None
"Berserk: The Golden Age Arc III - The Advent",2013,tt2358913,Severe,Severe,Mild,Mild,Severe
"Blue Ruin",2013,tt2359024,Mild,Severe,Moderate,None,Severe
Raanjhanaa,2013,tt2359810,None,Mild,Mild,Mild,Mild
"Runner Runner",2013,tt2364841,Mild,Mild,Severe,Mild,Mild
"We Are the Best!",2013,tt2364975,None,Mild,Mild,Moderate,None
"Assault on Wall Street",2013,tt2368553,Mild,Severe,Moderate,Mild,Moderate
"Short Term 12",2013,tt2370248,Mild,Moderate,Severe,Moderate,Moderate
"A Field in England",2013,tt2375574,Moderate,Severe,Moderate,Moderate,Moderate
"Special 26",2013,tt2377938,None,None,None,None,None
"Instructions Not Included",2013,tt2378281,Mild,Mild,Moderate,Mild,Mild
"Words and Pictures",2013,tt2380331,Mild,Mild,Moderate,Mild,None
"Nymphomaniac: Vol. II",2013,tt2382009,Severe,Severe,Severe,Mild,Severe
Joe,2013,tt2382396,Moderate,Moderate,Moderate,Moderate,Moderate
"The Sacrament",2013,tt2383068,None,Moderate,Moderate,Moderate,Severe
D-Day,2013,tt2385104,Moderate,Severe,Mild,Mild,Moderate
"Dark Skies",2013,tt2387433,Mild,Moderate,Mild,Mild,Severe
"Delivery Man",2013,tt2387559,Mild,Mild,Mild,Moderate,None
"Ain't Them Bodies Saints",2013,tt2388637,None,Mild,Mild,Mild,Mild
Oculus,2013,tt2388715,Mild,Severe,Mild,None,Severe
"Cheap Thrills",2013,tt2389182,Moderate,Severe,Severe,Severe,Moderate
"Enough Said",2013,tt2390361,Mild,,Mild,Mild,Mild
"20 Feet from Stardom",2013,tt2396566,None,None,Mild,None,None
"Dom Hemingway",2013,tt2402105,Moderate,Moderate,Severe,Severe,Mild
"The Green Inferno",2013,tt2403021,Moderate,Severe,Mild,Moderate,Severe
"The Starving Games",2013,tt2403029,Moderate,Moderate,Moderate,None,None
Belle,2013,tt2404181,None,Mild,Mild,Mild,Mild
"The Family",2013,tt2404311,Mild,Severe,Moderate,Moderate,Severe
"The Past",2013,tt2404461,None,None,Mild,Mild,Mild
"The Heat",2013,tt2404463,Mild,Moderate,Severe,Moderate,Mild
"Witching and Bitching",2013,tt2404738,Moderate,Moderate,Moderate,Mild,Moderate
"Venus in Fur",2013,tt2406252,Mild,None,Moderate,Mild,None
Frequencies,2013,tt2414766,None,,,,
"Tom at the Farm",2013,tt2427892,Mild,Moderate,Moderate,Moderate,Moderate
G.B.F.,2013,tt2429074,Mild,None,Mild,Mild,None
Philomena,2013,tt2431286,Mild,None,Mild,None,Mild
"Go Goa Gone",2013,tt2436516,Mild,Severe,Severe,Severe,Moderate
"Department Q: The Keeper of Lost Causes",2013,tt2438644,Moderate,Moderate,Mild,Mild,Severe
V/H/S/2,2013,tt2450186,Severe,Severe,Severe,Mild,Severe
"Ninja: Shadow of a Tear",2013,tt2458106,None,Severe,Mild,Severe,Moderate
"Human Capital",2013,tt2465578,Moderate,Moderate,Moderate,Moderate,Mild
"Palo Alto",2013,tt2479800,Moderate,Moderate,Severe,Severe,Mild
"Ip Man: The Final Fight",2013,tt2495118,None,Moderate,Mild,Moderate,Moderate
"The Den",2013,tt2503154,Moderate,Severe,Moderate,Mild,Severe
"One Direction: This Is Us",2013,tt2515086,None,None,Mild,,
Wetlands,2013,tt2524674,Severe,Severe,Severe,Severe,Moderate
"I Spit on Your Grave 2",2013,tt2537176,Severe,Severe,Severe,Moderate,Severe
Blackfish,2013,tt2545118,Mild,Moderate,Mild,None,Severe
"Starred Up",2013,tt2567712,Moderate,Severe,Severe,Mild,Moderate
Boss,2013,tt2571140,Mild,Severe,,,
"The Tale of The Princess Kaguya",2013,tt2576852,Mild,Mild,None,Mild,Mild
"The Garden of Words",2013,tt2591814,None,Mild,Mild,Mild,None
"CM101MMXI Fundamentals",2013,tt2592910,None,,Severe,,None
"Police Story: Lockdown",2013,tt2599716,Mild,Moderate,Mild,Mild,Moderate
"The Butterfly's Dream",2013,tt2608224,,,,,
"TPB AFK: The Pirate Bay Away from Keyboard",2013,tt2608732,None,None,Mild,Mild,None
"Celal and Ceren",2013,tt2610768,,,,,
Thalaivaa,2013,tt2617676,None,Moderate,Mild,Mild,Severe
"Free Fall",2013,tt2617828,Moderate,Mild,Moderate,Moderate,Mild
"Jolly LLB",2013,tt2621000,None,Mild,Moderate,Mild,Mild
"New World",2013,tt2625030,Mild,Severe,Severe,Moderate,Severe
"Miracle in Cell No. 7",2013,tt2659414,Mild,Mild,Mild,Mild,Mild
"Harlock: Space Pirate",2013,tt2668134,Mild,Moderate,Mild,Mild,Moderate
Locke,2013,tt2692904,None,None,Severe,Mild,Mild
"Finding Vivian Maier",2013,tt2714900,None,None,Mild,Mild,Mild
Ida,2013,tt2718492,Mild,None,Mild,Moderate,Mild
"The Beautiful Risk",2013,tt2749296,Mild,Moderate,Mild,Moderate,Moderate
"Young & Beautiful",2013,tt2752200,Severe,Mild,Mild,Mild,Mild
Fukrey,2013,tt2806788,Severe,,,,
"A Touch of Sin",2013,tt2852400,Mild,Severe,Mild,Mild,Severe
Omar,2013,tt2852406,None,Moderate,Moderate,Mild,Moderate
"Stranger by the Lake",2013,tt2852458,Severe,Moderate,Mild,None,Mild
"Madras Cafe",2013,tt2855648,Mild,Severe,None,Mild,Moderate
Coherence,2013,tt2866360,None,Mild,Moderate,Moderate,Moderate
"Soodhu Kavvum",2013,tt2877108,Mild,Mild,Mild,Moderate,Mild
Ugly,2013,tt2882328,Mild,Moderate,Severe,Moderate,Moderate
"Willow Creek",2013,tt2885364,Mild,None,Moderate,None,Severe
"Thou Gild'st the Even",2013,tt2905772,,,,,
"Suck Me Shakespeer",2013,tt2987732,Moderate,Mild,Severe,Mild,None
Tangerines,2013,tt2991224,None,Mild,Moderate,Mild,Mild
"Jackass Presents: Bad Grandpa",2013,tt3063516,Moderate,Mild,Severe,Moderate,Mild
"Justin Bieber's Believe",2013,tt3165608,Mild,Mild,Mild,None,Mild
Queen,2013,tt3322420,Moderate,Mild,Moderate,Mild,None
"Dügün Dernek",2013,tt3347976,Mild,Mild,Mild,None,None
Drishyam,2013,tt3417422,Mild,Mild,Mild,None,Mild
"Ankhon Dekhi",2013,tt3614516,None,None,None,Mild,None
"A Walk Among the Tombstones",2014,tt0365907,Moderate,Severe,Severe,Moderate,Severe
"The Giver",2014,tt0435651,None,Moderate,None,None,Mild
"Before We Go",2014,tt0443465,None,None,Mild,Mild,None
"The Equalizer",2014,tt0455944,Mild,Severe,Severe,Mild,Severe
"A Long Way Down",2014,tt0458413,Mild,Mild,Moderate,Mild,Mild
"Sin City: A Dame to Kill For",2014,tt0458481,Moderate,Severe,Moderate,Moderate,Severe
"Ex Machina",2014,tt0470752,Moderate,Moderate,Moderate,Moderate,Moderate
"Kid Cannabis",2014,tt0780548,Severe,Moderate,Severe,Severe,Moderate
"The Boxtrolls",2014,tt0787474,Mild,Moderate,None,None,Moderate
Interstellar,2014,tt0816692,None,Mild,Mild,None,Moderate
"Dracula Untold",2014,tt0829150,Mild,Moderate,None,None,Moderate
Godzilla,2014,tt0831387,None,Moderate,Mild,Mild,Moderate
"Mr. Peabody & Sherman",2014,tt0864835,None,Mild,None,Mild,Mild
"Suite Française",2014,tt0900387,Moderate,Moderate,Mild,Mild,Moderate
"Love & Mercy",2014,tt0903657,None,None,Mild,Mild,Mild
Selma,2014,tt1020072,Mild,Moderate,Moderate,Mild,Moderate
"The Legend of Hercules",2014,tt1043726,Mild,Moderate,Mild,None,Mild
Boyhood,2014,tt1065073,Mild,Mild,Severe,Moderate,Mild
"The Prince",2014,tt1085492,Mild,Moderate,Severe,Moderate,Mild
Blended,2014,tt1086772,Mild,None,Mild,None,None
Foxcatcher,2014,tt1100089,Mild,Moderate,Mild,Moderate,Moderate
Paddington,2014,tt1109624,None,Mild,None,Mild,Mild
"Seventh Son",2014,tt1121096,None,Moderate,Mild,Mild,Mild
"Big Eyes",2014,tt1126590,None,Mild,Mild,Moderate,Mild
"Cold in July",2014,tt1179031,Mild,Severe,Moderate,Mild,Moderate
"Jai Ho",2014,tt1188982,None,Severe,Mild,None,Moderate
"You're Not You",2014,tt1198156,Mild,None,Mild,Mild,
Ouija,2014,tt1204977,None,Moderate,Mild,None,Moderate
"Jack Ryan: Shadow Recruit",2014,tt1205537,None,Moderate,Moderate,Mild,Moderate
"Kill the Messenger",2014,tt1216491,None,None,Moderate,Moderate,Mild
RoboCop,2014,tt1234721,Mild,Moderate,Mild,Mild,Moderate
Serena,2014,tt1247690,Moderate,Moderate,Mild,Mild,Mild
"300: Rise of an Empire",2014,tt1253863,Severe,Severe,Moderate,Mild,Severe
Hercules,2014,tt1267297,Mild,Severe,Mild,Mild,Moderate
"Dying of the Light",2014,tt1274586,None,Severe,Severe,None,None
"Teenage Mutant Ninja Turtles",2014,tt1291150,None,Mild,Mild,None,Mild
"The Angriest Man in Brooklyn",2014,tt1294970,Mild,Mild,Severe,Mild,Mild
"If I Stay",2014,tt1355630,Mild,Mild,Mild,Mild,Moderate
"Good People",2014,tt1361318,Mild,Severe,Severe,Mild,Severe
"This Is Where I Leave You",2014,tt1371150,Mild,Mild,Severe,Moderate,Mild
"Ride Along",2014,tt1408253,Mild,Moderate,Moderate,Mild,None
"I, Frankenstein",2014,tt1418377,None,Moderate,Mild,Mild,Moderate
"Brick Mansions",2014,tt1430612,Mild,Moderate,Severe,Moderate,Mild
"Testament of Youth",2014,tt1441953,None,Moderate,None,Mild,Mild
"The Lego Movie",2014,tt1490017,None,Mild,None,None,Mild
"Exodus: Gods and Kings",2014,tt1528100,None,Moderate,None,Mild,Moderate
Outcast,2014,tt1552224,None,Severe,Moderate,Mild,Moderate
"The Voices",2014,tt1567437,Mild,Severe,Severe,Mild,Moderate
"The Skeleton Twins",2014,tt1571249,Mild,Mild,Moderate,Moderate,Moderate
Maleficent,2014,tt1587310,None,Moderate,None,None,Mild
"Pawn Sacrifice",2014,tt1596345,Mild,None,Mild,Mild,None
"The Drop",2014,tt1600196,None,Severe,Severe,Moderate,Moderate
Frank,2014,tt1605717,Mild,Mild,Moderate,Moderate,Moderate
"Better Living Through Chemistry",2014,tt1609479,Moderate,Mild,Moderate,Moderate,Mild
"Hector and the Search for Happiness",2014,tt1626146,Mild,Mild,Mild,Mild,Mild
"Edge of Tomorrow",2014,tt1631867,Mild,Moderate,Mild,Mild,Moderate
"Love, Rosie",2014,tt1638002,Mild,None,Moderate,Mild,Mild
"How to Train Your Dragon 2",2014,tt1646971,None,Mild,None,None,Moderate
"Million Dollar Arm",2014,tt1647668,Mild,None,Mild,Mild,None
"[REC] 4: Apocalypse",2014,tt1649443,None,Severe,Severe,None,Moderate
"Cut Bank",2014,tt1661820,Mild,Severe,Severe,Mild,Severe
"Vampire Academy",2014,tt1686821,Mild,Moderate,Mild,Mild,Mild
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,tt1698641,Mild,Mild,Mild,Mild,None
"The Way He Looks",2014,tt1702014,Mild,None,Mild,Mild,None
"Some Kind of Beautiful",2014,tt1725986,Mild,None,Mild,Mild,None
"Before I Go to Sleep",2014,tt1726592,Mild,Moderate,Mild,None,Moderate
"Jersey Boys",2014,tt1742044,Mild,Mild,Severe,Moderate,Mild
Sabotage,2014,tt1742334,Moderate,Severe,Severe,Severe,Severe
"The Tribe",2014,tt1745787,Severe,Severe,None,Mild,Severe
"She's Funny That Way",2014,tt1767372,Mild,Mild,Mild,Mild,None
"Stonehearst Asylum",2014,tt1772264,Mild,Mild,Mild,Mild,Moderate
Clown,2014,tt1780798,None,Severe,Moderate,Mild,Severe
"The Maze Runner",2014,tt1790864,None,Moderate,Mild,None,Moderate
"Inherent Vice",2014,tt1791528,Moderate,Mild,Severe,Severe,Mild
"While We're Young",2014,tt1791682,None,None,Moderate,Mild,None
Rudderless,2014,tt1798243,None,Mild,Moderate,Moderate,None
"That Awkward Moment",2014,tt1800246,Moderate,Mild,Severe,Moderate,None
Unbroken,2014,tt1809398,Mild,Severe,Mild,Mild,Moderate
"The Nut Job",2014,tt1821658,Mild,Mild,Mild,Mild,Mild
Annie,2014,tt1823664,None,Mild,Mild,Mild,Mild
"About Last Night",2014,tt1826590,Moderate,None,Mild,Mild,None
"Winter's Tale",2014,tt1837709,Mild,Moderate,Mild,Mild,Moderate
Divergent,2014,tt1840309,Mild,Moderate,Mild,None,Moderate
"Captain America: The Winter Soldier",2014,tt1843866,None,Moderate,Mild,Mild,Moderate
"The Loft",2014,tt1850397,Moderate,Moderate,Moderate,Moderate,Moderate
